id,Skewness,Mean,SemiVar,ARZZ3,AUTM3,BBFI11B,BPNM4,BRCR11B,BRFS3,CESP6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,ECOR3,EZTC3,FEXC11B,FFTL4,HGRE11,HGTX3,HTMX11B,IDVL4,JHSF3,KLBN4,KNRI11,LIGT3,MPXE3,PRSV11,RDCD3,RNEW11,SAPR4,SSBR3,STBP11,UOLL4,USIM3
23,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
14,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
16,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
23,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
14,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
16,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
23,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
14,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
13,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
23,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
14,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
20,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
7,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
14,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
20,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
7,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
14,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
20,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
7,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
14,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
20,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
7,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
14,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
20,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
7,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
14,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
20,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
7,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
14,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
20,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
7,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
14,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
20,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
7,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
21,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
20,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
7,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
21,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
20,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
7,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
21,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
14,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
7,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
21,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
14,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
7,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
21,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
14,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
7,-0.000024,0.134536,0.001975,0.066979,0.000000,0.000000,0.000000,0.000000,0.000000,0.052007,0.000000,0.071119,0.084381,0.000000,0.037604,0.000000,0.073424,0.000000,0.048710,0.000000,0.000000,0.000000,0.000000,0.000000,0.088867,0.000000,0.058576,0.098262,0.149005,0.060212,0.000000,0.000000,0.000000,0.000000,0.059394,0.051461
21,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
14,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
18,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
21,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
14,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
5,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
21,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
14,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
3,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
21,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
15,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
29,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
21,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
15,-0.000024,0.134537,0.001975,0.066960,0.000000,0.000000,0.000000,0.000000,0.000000,0.052008,0.000000,0.071120,0.084382,0.000000,0.037605,0.000000,0.073426,0.000000,0.048711,0.000000,0.000000,0.000000,0.000000,0.000000,0.088869,0.000000,0.058577,0.098264,0.149008,0.060213,0.000000,0.000000,0.000000,0.000000,0.059395,0.051462
